blkgrp,households,area_median_income,blkgrp_median_income_owners,blkgrp_median_income_renters,avg_hh_size_owners,avg_hh_size_renters,commuters_per_hh_owners,commuters_per_hh_renters,pct_renters,gross_hh_density,median_rooms_per_owner_unit,median_rooms_per_renter_unit,pct_detatched_single_family_unit,median_commute_distance,block_denstiy,employment_access_index,local_job_density,local_retail_job_density,retail_access_index,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'110010098042',359,89826.00000,59355.84291,31214.03751,2.72000,1.72000,1.44460,0.68358,0.62117,8.76917,9.00000,4.10000,21.39037,5.11138,0.14656,63552.55313,2.14120,0.09953,3604.36948,89826.00000,4.00000,2.00000,40.95430,28.09525,12.85906,1.88457,20157.12000,395.35010,50.02485,35.82927,14.19558,2.22000,20157.12000,323.29153,35.42249,23.37853,12.04396,1.68000,20157.12000,439.29614,11720.00000,1.00000,1.00000,137.86829,93.43617,44.43212,0.75017,11801.16000,381.48718,164.54725,115.18771,49.35953,0.98000,11801.16000,258.63322,121.59771,80.17065,41.42707,0.61000,11801.16000,456.41157,44913.00000,1.00000,1.00000,48.75423,34.28474,14.46949,1.02638,11994.48000,360.88615,60.28591,44.32570,15.96021,1.25000,11994.48000,251.02636,41.72146,28.16111,13.56035,0.89000,11994.48000,427.88585,121265.00000,1.00000,1.00000,27.46900,20.69885,6.77015,1.22638,12301.20000,344.54942,33.70519,26.24335,7.46184,1.45000,12301.20000,245.32122,23.66576,17.31745,6.34831,1.09000,12301.20000,405.06527,71861.00000,2.00000,0.00000,42.54468,35.85278,6.69190,1.07836,0.00000,419.69629,55.07420,46.72354,8.35067,1.42000,0.00000,325.19324,34.90335,29.22308,5.68027,0.87000,0.00000,477.33043,44913.00000,3.00000,1.00000,68.47385,50.39076,18.08310,1.38836,13066.92000,420.21542,76.97052,56.34894,20.62158,1.73000,13066.92000,332.80010,63.29203,46.75706,16.53496,1.18000,13066.92000,473.52700,71861.00000,3.00000,1.00000,47.04821,34.80898,12.23922,1.47836,13510.80000,412.86813,57.88777,43.96822,13.91956,1.82000,13510.80000,328.99667,40.43753,29.22308,11.21444,1.27000,13510.80000,464.01843,134739.00000,4.00000,2.00000,30.41512,20.64317,9.77195,1.97078,20895.84000,389.90452,39.70829,28.93594,10.77234,2.30000,20895.84000,321.38981,24.74753,15.58569,9.16184,1.77000,20895.84000,431.68928
'110010098071',262,89826.00000,45690.53880,23856.36435,2.24000,3.14000,0.53383,0.42563,0.24427,2.00041,7.60000,5.50000,42.80702,5.47739,0.11453,60283.45792,1.48812,0.10629,3923.35895,89826.00000,4.00000,2.00000,40.12337,25.48948,14.63389,2.21939,23339.88000,200.76883,45.01792,30.05811,14.95981,2.30000,23339.88000,186.36806,24.98085,11.35529,13.62556,1.97000,23339.88000,245.32122,11720.00000,1.00000,1.00000,136.93829,83.86760,53.07069,1.02092,14233.32000,156.08579,136.98325,83.24232,53.74093,1.06000,14233.32000,121.70975,136.79918,85.80205,50.99713,0.90000,14233.32000,262.43665,44913.00000,1.00000,1.00000,53.45767,36.50151,16.95616,1.29092,14501.16000,143.36898,58.14323,40.95919,17.18404,1.33000,14501.16000,114.10289,38.96172,22.71057,16.25114,1.17000,14501.16000,233.91093,121265.00000,1.00000,1.00000,26.76451,18.88111,7.88340,1.49092,14924.52000,133.94751,30.25971,22.26529,7.99442,1.53000,14924.52000,108.39775,15.95123,8.41133,7.53990,1.37000,14924.52000,212.99207,71861.00000,2.00000,0.00000,40.42559,31.86177,8.56382,1.41450,1884.60000,211.49682,46.55232,37.57254,8.97979,1.50000,1884.60000,188.26977,21.47100,14.19407,7.27693,1.15000,1884.60000,283.35552,44913.00000,3.00000,1.00000,66.25214,44.90126,21.35088,1.72450,15935.40000,216.31644,74.06481,52.07401,21.99080,1.81000,15935.40000,195.87663,42.08172,22.71057,19.37115,1.46000,15935.40000,279.55209,71861.00000,3.00000,1.00000,46.24514,31.86177,14.38338,1.81450,16426.80000,211.11939,52.38036,37.57254,14.80782,1.90000,16426.80000,192.07320,27.26432,14.19407,13.07025,1.55000,16426.80000,270.04351,134739.00000,4.00000,2.00000,28.08190,16.99299,11.08891,2.29939,24136.92000,197.47349,31.37668,20.03874,11.33794,2.38000,24136.92000,184.46634,17.88868,7.57019,10.31848,2.05000,24136.92000,237.71436
'110010098072',1136,89826.00000,54060.99676,28226.82485,2.22000,2.00000,1.04669,0.83454,0.58539,9.03884,5.90000,3.80000,2.98399,5.72655,0.08752,56905.43281,1.58119,0.05474,3886.35618,89826.00000,4.00000,2.00000,35.99457,23.37853,12.61604,1.81828,20253.24000,410.68002,36.98050,23.37853,13.60197,2.07000,20253.24000,346.11211,35.29626,23.37853,11.91773,1.64000,20253.24000,456.41157,11720.00000,1.00000,1.00000,124.40419,81.08701,43.31717,0.67780,12285.00000,393.89102,131.17665,84.98294,46.19372,0.83000,12285.00000,281.45380,119.60745,78.32765,41.27980,0.57000,12285.00000,473.52700,44913.00000,1.00000,1.00000,47.47357,33.43083,14.04274,0.94780,12441.60000,374.03852,56.78904,41.81417,14.97487,1.10000,12441.60000,273.84694,40.87569,27.49315,13.38254,0.84000,12441.60000,445.00128,121265.00000,1.00000,1.00000,23.90223,17.31745,6.58479,1.15365,12691.08000,359.42746,24.32324,17.31745,7.00579,1.30000,12691.08000,268.14180,23.60405,17.31745,6.28660,1.05000,12691.08000,424.08242,71861.00000,2.00000,0.00000,35.58637,29.22308,6.36329,1.01243,0.00000,433.73329,36.80759,29.22308,7.58451,1.27000,0.00000,348.01382,34.72141,29.22308,5.49833,0.83000,0.00000,494.44587,44913.00000,3.00000,1.00000,64.34834,46.75706,17.59128,1.31658,13201.92000,434.66071,66.26787,46.75706,19.51081,1.58000,13201.92000,355.62068,62.98879,46.75706,16.23173,1.13000,13201.92000,490.64244,71861.00000,3.00000,1.00000,41.16316,29.22308,11.94008,1.41243,13623.12000,427.51756,42.40470,29.22308,13.18162,1.67000,13623.12000,351.81725,40.28381,29.22308,11.06073,1.23000,13623.12000,481.13386,134739.00000,4.00000,2.00000,25.14718,15.58569,9.56149,1.89828,20962.80000,405.43858,25.90250,15.58569,10.31681,2.15000,20962.80000,344.21039,24.61221,15.58569,9.02652,1.72000,20962.80000,448.80471
'110010098101',550,89826.00000,34627.38361,29003.89651,1.00000,2.56000,0.69922,0.77136,0.91818,7.81299,8.20000,3.90000,0.00000,5.60042,0.07103,54814.47719,1.55257,0.24798,3777.36110,89826.00000,4.00000,2.00000,27.26129,15.30231,11.95898,1.69827,19632.24000,403.14627,32.53633,18.36885,14.16748,2.24000,19632.24000,317.58638,26.79123,15.02906,11.76218,1.65000,19632.24000,410.77041,11720.00000,1.00000,1.00000,115.93961,75.89078,40.04883,0.61436,11188.80000,413.41553,164.04826,115.18771,48.86055,1.00000,11188.80000,251.02636,111.65270,72.38908,39.26362,0.58000,11188.80000,427.88585,44913.00000,1.00000,1.00000,43.92191,30.60462,13.31729,0.89355,11648.88000,386.75694,52.70572,36.73769,15.96803,1.27000,11648.88000,245.32122,43.13920,30.05811,13.08109,0.86000,11648.88000,399.36012,121265.00000,1.00000,1.00000,17.66071,11.33506,6.32565,1.09355,12380.04000,365.33672,21.14631,13.60656,7.53974,1.47000,12380.04000,239.61607,17.35011,11.13264,6.21747,1.06000,12380.04000,376.53955,71861.00000,2.00000,0.00000,24.82776,19.12784,5.69993,0.88827,0.00000,438.22426,31.35425,22.96099,8.39326,1.43000,0.00000,319.48810,24.24619,18.78627,5.45992,0.84000,0.00000,448.80471,44913.00000,3.00000,1.00000,46.80604,30.60462,16.20141,1.18909,12359.52000,435.19881,57.13293,36.73769,20.39523,1.74000,12359.52000,325.19324,45.88582,30.05811,15.82771,1.14000,12359.52000,445.00128,71861.00000,3.00000,1.00000,30.23462,19.12784,11.10678,1.28909,12975.12000,426.31261,36.84271,22.96099,13.88172,1.84000,12975.12000,323.29153,29.64578,18.78627,10.85951,1.24000,12975.12000,435.49271,134739.00000,4.00000,2.00000,19.33787,10.20154,9.13633,1.78745,20581.56000,396.00619,23.03346,12.24590,10.78756,2.32000,20581.56000,315.68467,19.00856,10.01937,8.98919,1.74000,20581.56000,403.16355
'110010098102',462,89826.00000,30249.64673,25337.10410,1.00000,1.84000,0.86734,0.95682,0.92857,16.46702,5.90000,3.40000,0.00000,5.71592,0.24950,56229.45888,2.21245,0.11638,3827.35907,89826.00000,4.00000,2.00000,27.01619,16.10256,10.91363,1.50643,17652.60000,516.45143,42.84611,30.05811,12.78799,1.98000,17652.60000,406.96698,25.79850,15.02906,10.76945,1.47000,17652.60000,524.87331,11720.00000,1.00000,1.00000,113.20543,79.20527,34.00016,0.42429,9838.80000,527.59004,270.91513,230.37543,40.53970,0.74000,9838.80000,340.40696,101.07391,67.57679,33.49712,0.40000,9838.80000,541.98874,44913.00000,1.00000,1.00000,43.63074,32.20512,11.42562,0.69429,10118.52000,500.55852,73.60542,60.11622,13.48920,1.01000,10118.52000,332.80010,41.32500,30.05811,11.26688,0.67000,10118.52000,513.46302,121265.00000,1.00000,1.00000,17.38541,11.92783,5.45758,0.89429,10561.32000,479.09631,28.68739,22.26529,6.42210,1.21000,10561.32000,328.99667,16.51603,11.13264,5.38339,0.87000,10561.32000,490.64244,71861.00000,2.00000,0.00000,25.01927,20.12814,4.89113,0.69643,0.00000,551.76899,44.73498,37.57254,7.16245,1.17000,0.00000,406.96698,23.50268,18.78627,4.71641,0.66000,0.00000,562.90760,44913.00000,3.00000,1.00000,46.57411,32.20512,14.36899,0.99714,10828.08000,548.78058,78.03836,60.11622,17.92213,1.48000,10828.08000,414.57384,44.15379,30.05811,14.09568,0.96000,10828.08000,559.10417,71861.00000,3.00000,1.00000,29.96137,20.12814,9.83322,1.08786,11328.12000,539.81535,49.81348,37.57254,12.24095,1.58000,11328.12000,412.67213,28.43428,18.78627,9.64801,1.05000,11328.12000,549.59560,134739.00000,4.00000,2.00000,19.04140,10.73504,8.30636,1.58643,18459.36000,509.25208,29.77805,20.03874,9.73930,2.06000,18459.36000,405.06527,18.21551,10.01937,8.19614,1.55000,18459.36000,517.26645
'110010098111',805,89826.00000,20090.77877,20996.76715,3.13000,2.37000,0.62863,0.59858,0.95280,13.79526,6.40000,3.70000,0.00000,6.01203,0.06855,53048.48053,1.81249,0.48245,3754.36147,89826.00000,4.00000,2.00000,26.61280,15.02906,11.58374,1.59455,18664.56000,568.76867,28.51561,15.02906,13.48655,2.09000,18664.56000,418.37727,26.51853,15.02906,11.48947,1.57000,18664.56000,576.21961,11720.00000,1.00000,1.00000,112.39557,74.31183,38.08374,0.50699,10525.68000,582.02397,160.06615,115.18771,44.87843,0.85000,10525.68000,353.71897,110.03379,72.28669,37.74710,0.49000,10525.68000,593.33504,44913.00000,1.00000,1.00000,42.72227,30.05811,12.66416,0.78652,10869.12000,554.48572,44.80079,30.05811,14.74268,1.12000,10869.12000,346.11211,42.61930,30.05811,12.56118,0.77000,10869.12000,564.80932,121265.00000,1.00000,1.00000,17.12125,11.13264,5.98860,0.98652,11414.52000,532.47308,18.09975,11.13264,6.96710,1.32000,11414.52000,340.40696,17.07277,11.13264,5.94013,0.97000,11414.52000,541.98874,71861.00000,2.00000,0.00000,24.21122,18.78627,5.42495,0.77502,0.00000,605.09733,26.57150,18.78627,7.78524,1.28000,0.00000,420.27899,24.09428,18.78627,5.30801,0.75000,0.00000,614.25391,44913.00000,3.00000,1.00000,45.63069,30.05811,15.57258,1.08549,11578.68000,601.83252,49.31634,30.05811,19.25822,1.60000,11578.68000,427.88585,45.44809,30.05811,15.38998,1.06000,11578.68000,610.45048,71861.00000,3.00000,1.00000,29.40009,18.78627,10.61382,1.17549,12119.76000,592.59326,31.84505,18.78627,13.05878,1.69000,12119.76000,424.08242,29.27895,18.78627,10.49268,1.15000,12119.76000,600.94190,134739.00000,4.00000,2.00000,18.81818,10.01937,8.79881,1.67455,19522.08000,561.43112,20.27844,10.01937,10.25907,2.17000,19522.08000,416.47556,18.74583,10.01937,8.72646,1.65000,19522.08000,568.61275
'110010098112',918,89826.00000,26745.75791,27951.85083,1.66000,2.42000,0.53694,0.51127,0.91721,16.05758,6.10000,3.70000,7.42804,6.11443,0.15743,51752.50517,1.20895,0.12450,3738.36420,89826.00000,4.00000,2.00000,30.74391,19.33659,11.40733,1.57222,18528.48000,536.51561,43.29140,30.05811,13.23329,2.04000,18528.48000,412.67213,29.61136,18.36885,11.24251,1.53000,18528.48000,547.69389,11720.00000,1.00000,1.00000,110.60519,73.69761,36.90758,0.48815,10392.84000,546.86111,140.46321,97.26962,43.19359,0.80000,10392.84000,348.01382,107.91016,71.56997,36.34020,0.46000,10392.84000,564.80932,44913.00000,1.00000,1.00000,49.43172,37.11815,12.31357,0.76732,10669.32000,520.06723,55.56410,41.33324,14.23085,1.07000,10669.32000,340.40696,48.87820,36.73769,12.14051,0.74000,10669.32000,536.28360,121265.00000,1.00000,1.00000,20.15432,14.32341,5.83091,0.96732,11108.88000,498.66362,28.99679,22.26529,6.73150,1.27000,11108.88000,334.70182,19.35619,13.60656,5.74963,0.94000,11108.88000,513.46302,71861.00000,2.00000,0.00000,29.45829,24.17066,5.28762,0.76222,0.00000,571.55854,45.07539,37.57254,7.50285,1.23000,0.00000,414.57384,28.04867,22.96099,5.08767,0.72000,0.00000,585.72818,44913.00000,3.00000,1.00000,53.29515,38.04497,15.25018,1.06305,11505.24000,568.69976,71.24279,52.52822,18.71457,1.54000,11505.24000,422.18070,51.67517,36.73769,14.93748,1.02000,11505.24000,581.92475,71861.00000,3.00000,1.00000,34.62101,24.17066,10.45034,1.16305,12003.12000,559.66350,50.31963,37.57254,12.74709,1.64000,12003.12000,418.37727,33.20403,22.96099,10.24304,1.12000,12003.12000,572.41618,134739.00000,4.00000,2.00000,21.58588,12.89106,8.69482,1.66139,19333.08000,529.38108,30.10205,20.03874,10.06331,2.12000,19333.08000,410.77041,20.81720,12.24590,8.57130,1.62000,19333.08000,540.08703
'110010099011',337,89826.00000,84876.17261,26076.15564,1.64000,2.26000,0.66299,0.68579,0.20475,5.24580,6.20000,3.90000,46.36119,5.01853,0.21793,66334.90790,0.73213,0.03843,3848.40871,89826.00000,4.00000,2.00000,44.67624,30.96114,13.71509,2.04629,21911.04000,273.77358,45.20664,31.19364,14.01300,2.12000,21911.04000,260.53494,42.61612,30.05811,12.55801,1.76000,21911.04000,325.19324,11720.00000,1.00000,1.00000,126.36448,78.80738,47.55709,0.84110,13401.72000,224.34593,126.70206,78.43003,48.27203,0.88000,13401.72000,193.97492,125.05327,80.27304,44.78024,0.69000,13401.72000,342.30868,44913.00000,1.00000,1.00000,51.70247,36.45323,15.24924,1.11110,13392.00000,212.45597,54.06719,38.58126,15.48594,1.15000,13392.00000,186.36806,42.51774,28.18783,14.32991,0.96000,13392.00000,313.78296,121265.00000,1.00000,1.00000,29.79846,22.72172,7.07674,1.31110,13376.88000,205.14820,30.02991,22.83924,7.19067,1.35000,13376.88000,182.56463,28.89950,22.26529,6.63421,1.16000,13376.88000,292.86409,71861.00000,2.00000,0.00000,47.57534,40.02931,7.54604,1.24424,938.52000,281.56102,48.57554,40.66183,7.91371,1.32000,938.52000,260.53494,43.69050,37.57254,6.11796,0.95000,938.52000,363.22754,44913.00000,3.00000,1.00000,65.63897,45.90446,19.73451,1.55220,14885.64000,286.83165,69.34468,49.02812,20.31656,1.63000,14885.64000,268.14180,51.24574,33.77196,17.47378,1.25000,14885.64000,359.42411,71861.00000,3.00000,1.00000,51.41621,38.11701,13.29921,1.64424,15198.84000,283.37245,51.93197,38.25719,13.67478,1.72000,15198.84000,266.24008,49.41299,37.57254,11.84046,1.35000,15198.84000,349.91554,134739.00000,4.00000,2.00000,33.95306,23.58004,10.37302,2.12629,22488.84000,270.70375,35.09233,24.49180,10.60054,2.20000,22488.84000,258.63322,29.52808,20.03874,9.48934,1.84000,22488.84000,317.58638
'110010099012',673,89826.00000,104003.71802,31952.63234,2.31000,2.98000,1.10160,1.13949,0.14264,1.47842,7.50000,7.30000,87.26027,5.20366,0.06371,58456.92671,0.25927,0.04372,3748.41081,89826.00000,4.00000,2.00000,47.28151,31.48981,15.79170,2.39290,25769.88000,149.95573,47.62834,31.72801,15.90033,2.42000,25769.88000,144.53033,45.19688,30.05811,15.13877,2.23000,25769.88000,182.56463,11720.00000,1.00000,1.00000,191.62990,133.11721,58.51269,1.17715,15380.28000,95.33158,199.16190,140.78498,58.37692,1.18000,15380.28000,77.97031,146.35944,87.03072,59.32873,1.16000,15380.28000,199.68006,44913.00000,1.00000,1.00000,57.39090,38.87571,18.51519,1.44715,15642.72000,84.74075,57.74132,39.24922,18.49210,1.45000,15642.72000,70.36345,55.28478,36.63082,18.65396,1.43000,15642.72000,171.15434,121265.00000,1.00000,1.00000,31.66133,23.09673,8.56460,1.64857,16059.60000,78.49590,31.79050,23.23506,8.55543,1.65000,16059.60000,66.56002,30.88502,22.26529,8.61973,1.64000,16059.60000,150.23548,71861.00000,2.00000,0.00000,50.46540,40.82247,9.64293,1.58290,3002.40000,155.38113,51.13091,41.36319,9.76772,1.61000,3002.40000,144.53033,46.46544,37.57254,8.89290,1.42000,3002.40000,220.59893,44913.00000,3.00000,1.00000,72.33478,49.02177,23.31301,1.89147,17829.72000,161.36037,73.40186,49.88311,23.51875,1.92000,17829.72000,152.13719,65.92123,43.84477,22.07647,1.72000,17829.72000,216.79550,71861.00000,3.00000,1.00000,54.42794,38.71789,15.71005,1.99147,18317.88000,158.37357,54.75651,38.90845,15.84806,2.02000,18317.88000,150.23548,52.45305,37.57254,14.88052,1.82000,18317.88000,207.28692,134739.00000,4.00000,2.00000,36.75844,24.81869,11.93975,2.47290,26563.68000,147.24020,37.63719,25.61396,12.02322,2.50000,26563.68000,142.62862,31.47681,20.03874,11.43807,2.31000,26563.68000,174.95777
'110010099021',485,89826.00000,63502.40322,19639.77127,1.98000,1.92000,0.78949,0.59175,0.20412,1.94007,6.50000,5.20000,27.46615,5.71085,0.07200,49291.98750,0.79483,0.35115,3489.41756,89826.00000,4.00000,2.00000,43.18112,28.69465,14.48647,2.17876,23258.88000,228.44105,44.79103,30.05811,14.73292,2.24000,23258.88000,216.79550,36.90410,23.37853,13.52557,1.94000,23258.88000,273.84694,11720.00000,1.00000,1.00000,135.66606,83.05232,52.61374,0.97346,14596.20000,180.47470,135.32746,82.32082,53.00664,1.00000,14596.20000,152.13719,136.98622,85.90444,51.08179,0.87000,14596.20000,290.96238,44913.00000,1.00000,1.00000,55.19623,38.41560,16.78063,1.24346,14839.20000,168.20962,57.45468,40.53169,16.92299,1.27000,14839.20000,144.53033,46.39055,30.16499,16.22556,1.14000,14839.20000,260.53494,121265.00000,1.00000,1.00000,29.05104,21.25531,7.79572,1.44551,15223.68000,159.39900,30.12511,22.26529,7.85982,1.47000,15223.68000,138.82519,24.86324,17.31745,7.54579,1.35000,15223.68000,239.61607,71861.00000,2.00000,0.00000,44.33159,35.86821,8.46338,1.37672,2087.64000,237.71828,46.34007,37.57254,8.76754,1.44000,2087.64000,218.69721,36.50056,29.22308,7.27748,1.13000,2087.64000,311.88124,44913.00000,3.00000,1.00000,71.67697,50.54214,21.13483,1.68468,16013.16000,241.48250,73.13191,51.51292,21.61898,1.75000,16013.16000,224.40236,66.00421,46.75706,19.24715,1.43000,16013.16000,308.07781,71861.00000,3.00000,1.00000,50.11648,35.86821,14.24826,1.77672,16489.44000,237.63986,52.13283,37.57254,14.56029,1.84000,16489.44000,222.50064,42.25475,29.22308,13.03166,1.53000,16489.44000,296.66752,134739.00000,4.00000,2.00000,30.10182,19.12977,10.97205,2.25876,24036.48000,224.98659,31.19974,20.03874,11.16100,2.32000,24036.48000,214.89378,25.82103,15.58569,10.23534,2.02000,24036.48000,264.33837
'110010099022',723,89826.00000,57232.98861,17700.79160,2.41000,2.37000,0.99063,0.74251,0.20194,10.34150,6.10000,5.00000,16.76867,5.62506,0.14304,52250.94110,0.85857,0.05309,3591.41242,89826.00000,4.00000,2.00000,43.37266,30.05811,13.31455,1.94548,20922.84000,418.56140,43.57776,30.05811,13.51965,2.00000,20922.84000,399.36012,42.56212,30.05811,12.50400,1.73000,20922.84000,494.44587,11720.00000,1.00000,1.00000,141.73928,95.22269,46.51659,0.73981,13406.04000,368.89849,143.90448,97.26962,46.63485,0.76000,13406.04000,332.80010,133.18232,87.13311,46.04922,0.66000,13406.04000,511.56130,44913.00000,1.00000,1.00000,54.18529,39.35620,14.82909,1.01183,13222.44000,356.68333,56.45074,41.57371,14.87703,1.03000,13222.44000,325.19324,45.23210,30.59248,14.63962,0.94000,13222.44000,481.13386,121265.00000,1.00000,1.00000,29.08605,22.26529,6.82076,1.21183,12929.76000,349.42367,29.11826,22.26529,6.85297,1.23000,12929.76000,321.38981,28.95873,22.26529,6.69344,1.14000,12929.76000,460.21500,71861.00000,2.00000,0.00000,44.66559,37.57254,7.09306,1.14346,140.40000,426.24190,44.91732,37.57254,7.34478,1.20000,140.40000,399.36012,43.67075,37.57254,6.09821,0.92000,140.40000,532.48017,44913.00000,3.00000,1.00000,68.67191,49.55251,19.11940,1.45346,14216.04000,431.54461,72.32884,52.82212,19.50672,1.51000,14216.04000,406.96698,54.21955,36.63082,17.58873,1.23000,14216.04000,528.67674,71861.00000,3.00000,1.00000,50.42216,37.57254,12.84962,1.54346,14416.92000,427.72277,50.68246,37.57254,13.10992,1.60000,14416.92000,405.06527,49.39346,37.57254,11.82092,1.32000,14416.92000,517.26645,134739.00000,4.00000,2.00000,30.08839,20.03874,10.04964,2.02750,21363.48000,415.12358,30.24064,20.03874,10.20190,2.08000,21363.48000,397.45841,29.48668,20.03874,9.44793,1.82000,21363.48000,484.93729
'110010099031',317,89826.00000,62919.66358,54298.88569,1.76000,2.28000,0.86681,1.03195,0.57729,7.83289,6.70000,5.30000,20.98765,6.42471,0.09884,41494.19926,0.58351,0.02850,3331.44098,89826.00000,4.00000,2.00000,38.13150,24.67665,13.45485,1.97640,21510.36000,349.65758,47.58234,33.29103,14.29131,2.19000,21510.36000,294.76581,31.21121,18.36885,12.84237,1.82000,21510.36000,389.85155,11720.00000,1.00000,1.00000,139.30283,91.18151,48.12132,0.83454,13025.88000,332.20619,147.36407,97.26962,50.09444,0.95000,13025.88000,230.10750,133.40007,86.72355,46.67652,0.75000,13025.88000,406.96698,44913.00000,1.00000,1.00000,54.07159,38.62382,15.44777,1.10454,13212.72000,312.52314,57.30903,41.19965,16.10938,1.22000,13212.72000,222.50064,51.70101,36.73769,14.96331,1.02000,13212.72000,378.44126,121265.00000,1.00000,1.00000,25.36672,18.16189,7.20483,1.31032,13509.72000,296.93748,31.88924,24.38296,7.50627,1.42000,13509.72000,216.79550,20.59067,13.60656,6.98410,1.23000,13509.72000,355.62068,71861.00000,2.00000,0.00000,38.73752,31.60808,7.12944,1.17063,133.92000,372.41816,51.58113,43.41715,8.16397,1.39000,133.92000,296.66752,29.33291,22.96099,6.37192,1.01000,133.92000,427.88585,44913.00000,3.00000,1.00000,62.46629,43.33349,19.13279,1.47486,14278.68000,373.43801,73.10934,52.34119,20.76814,1.70000,14278.68000,304.27438,54.67302,36.73769,17.93533,1.31000,14278.68000,424.08242,71861.00000,3.00000,1.00000,43.46903,30.52102,12.94802,1.57063,14718.24000,366.34108,54.84811,40.84552,14.00259,1.79000,14718.24000,300.47095,35.13681,22.96099,12.17582,1.41000,14718.24000,414.57384,134739.00000,4.00000,2.00000,27.61287,17.42240,10.19047,2.05640,22243.68000,344.46236,35.32359,24.49180,10.83179,2.27000,22243.68000,292.86409,21.96677,12.24590,9.72087,1.90000,22243.68000,382.24469
